DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1348;JOSE DO AMARAL MELLO PROF;4;18
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;36821;GUILHERME DE ALMEIDA;2;11
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;37382;ELZA SARAIVA MONTEIRO PROFA;1;1
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37382;ELZA SARAIVA MONTEIRO PROFA;3;13
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;37734;ARLETE TEREZINHA PIZAO PROFA;2;10
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37761;YOLANDO MALLOZZI;2;14
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37771;LUZIA GODOY PROFA;2;9
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;37771;LUZIA GODOY PROFA;1;1
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37783;VERIDIANA CAMACHO CARVALHO GOMES PROFA;2;8
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;37795;JUSTINO CARDOSO DR;2;6
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;37795;JUSTINO CARDOSO DR;2;5
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;39226;LUIZ LAZARO ZAMENHOF DR;2;13
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;46036;DIRCE PASTORE DONATO PROFA;1;1
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48021;PROVINCIA DE NAGASAKI;4;16
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48604;PAULO LEIVAS MACALAO PASTOR;2;8
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48616;JOAO BAPTISTA ALVES SILVA PROF;6;37
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;269360;NELSON GOMES CAETANO PROF;2;10
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;904272;MARIA ANTONIETTA DE CASTRO PROFA;2;7
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;906153;TEREZINE ARANTES FERRAZ BIBLIOTECARIA;6;27
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;906797;IZAC SILVERIO PROF;2;11
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;911537;DILSON FUNARO MINISTRO;6;39
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;913820;FRANCISCO VOCCIO;2;12
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;915658;MARLY DIVA BONFANTI PROFA;4;11
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;915658;MARLY DIVA BONFANTI PROFA;1;1
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;915661;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;4;20
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;916729;GUSTAVO BARROSO;6;28
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;925184;SERGIO DA COSTA PROF;2;13
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10674;ELOI LACERDA PROF;4;15
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10728;ALCYR OLIVEIRA PORCIUNCULA PROFESSOR;2;13
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10741;ROSA BONFIGLIOLI;1;5
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10789;JOSE LIBERATTI PROFESSOR;2;14
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;10789;JOSE LIBERATTI PROFESSOR;2;11
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10868;LUIZ LUSTOSA DA SILVA PROFESSOR DOUTOR;2;12
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;10881;AURELIANO LEITE DOUTOR;1;7
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10893;AMERICO MARCO ANTONIO DOUTOR;2;9
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;10893;AMERICO MARCO ANTONIO DOUTOR;1;1
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;10923;HELOISA DE ASSUMPCAO PROFESSORA;4;18
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11010;OGUIOMAR RUGGERI PROFESSOR;2;12
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11061;JOSUE BENEDICTO MENDES PROFESSOR;2;7
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;11061;JOSUE BENEDICTO MENDES PROFESSOR;1;5
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11083;VICENTE PEIXOTO PROFESSOR;2;16
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;11095;ANTONIO RAPOSO TAVARES;4;14
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11113;FRANCISCO CASABONA PROFESSOR;3;12
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;40770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;5;33
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;40800;ARMANDO GABAN PROFESSOR;4;24
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;294603;JARDIM SANTA MARIA III;3;12
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;294603;JARDIM SANTA MARIA III;3;16
OSASCO;OSASCO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;923096;PAULO FREIRE EDUCADOR;4;22
OURINHOS;BERNARDINO DE CAMPOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;35737;JOSE INOCENCIO MOREIRA CORONEL;1;4
PENAPOLIS;ALTO ALEGRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30326;DIOGO GARCIA MARTINS EXPEDICIONARIO;3;18
PENAPOLIS;AVANHANDAVA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30348;MARIA EUNICE MARTINS FERREIRA PROFESSORA;5;19
PENAPOLIS;BARBOSA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30387;JOSE CARLOS DA SILVA PROFESSOR;2;11
PENAPOLIS;BRAUNA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30512;JOSE FLORENTINO DE SOUZA;2;7
PENAPOLIS;LUIZIANIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30478;FRANCISCO ANTONINO PREFEITO;2;8
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30296;LUIZ CHRISOSTOMO DE OLIVEIRA;4;25
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;30314;CARLOS SAMPAIO FILHO DOUTOR;1;4
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30363;YONE DIAS DE AGUIAR PROFESSORA;4;23
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30442;ADELINO PETERS;7;47
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30466;AUGUSTO PEREIRA DE MORAES;4;29
PENAPOLIS;PENAPOLIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;43114;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;4;11
PENAPOLIS;PENAPOLIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DV - CRPE;10;43114;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;2;4
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;578009;PROFESSOR JOAO TEIXEIRA SAMPAIO;1;1
PENAPOLIS;PENAPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;913868;LUIZA MARIA BERNARDES NORY PROFESSORA;6;35
PENAPOLIS;PENAPOLIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;919111;JOANA HELENA DE CASTILHO MARQUES PROFESSORA;3;8
PENAPOLIS;SANTOPOLIS DO AGUAPEI;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;30454;MANOEL BENTO NETO;3;14
PINDAMONHANGABA;CAMPOS DO JORDAO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;442550;EXPEDITO CAMARGO FREIRE PROFESSOR;2;9
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;5930;BEM VIVER;1;6
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;13195;JOAO MARTINS DE ALMEIDA PROFESSOR;2;5
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;13336;MARIO BULCAO GIUDICE PROFESSOR;2;9
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;13432;GABRIELLA MONTEIRO DE ATHAYDE MARCONDES PROFESSORA;1;4
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;13444;JOAO JOSE DE AZEVEDO MONSENHOR;2;10
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;13456;YOLANDA BUENO DE GODOY PROFESSORA;2;9
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;42274;WILSON PIRES CESAR PROFESSOR;2;14
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48197;ALEXANDRINA GOMES DE ARAUJO RODRIGUES PROFESSORA;2;9
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;48197;ALEXANDRINA GOMES DE ARAUJO RODRIGUES PROFESSORA;1;2
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;908046;JOSE WADIE MILAD PROFESSOR;2;9
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;914435;CELIA KEIKO IKEDA PROFESSORA;2;12
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;916651;ISIS CASTRO DE MELLO CESAR PROFA;3;21
PINDAMONHANGABA;PINDAMONHANGABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;922626;JOSE AYLTON FALCAO PROFESSOR;2;8
PINDAMONHANGABA;SANTO ANTONIO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;13468;AFFONSO DE CARVALHO DESEMBARGADOR;1;1
PINDAMONHANGABA;SAO BENTO DO SAPUCAI;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;13274;GENESIO CANDIDO PEREIRA DOUTOR;3;18
PIRACICABA;AGUAS DE SAO PEDRO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21234;ANGELO FRANZIN;1;5
PIRACICABA;CHARQUEADA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21222;PEDRO CREM FILHO PROFESSOR;1;6
PIRACICABA;CHARQUEADA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21283;BENEDITO DUTRA TEIXEIRA PROFESSOR;1;6
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20758;MIRANDOLINA DE ALMEIDA CANTO PROFESSORA;2;10
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;20761;ALCIDES GUIDETTI ZAGATTO PROFESSOR;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20761;ALCIDES GUIDETTI ZAGATTO PROFESSOR;3;19
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20771;AUGUSTO SAES PROFESSOR;3;15
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20783;JOAO CONCEICAO DOUTOR;2;10
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;20825;ELIAS DE MELLO AYRES PROFESSOR;2;4
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;20837;CATHARINA CASALE PADOVANI PROFESSORA;1;2
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20837;CATHARINA CASALE PADOVANI PROFESSORA;2;11
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;20849;ANTONIO DE MELLO COTRIM PROFESSOR;1;1
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;20849;ANTONIO DE MELLO COTRIM PROFESSOR;4;9
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20862;PRUDENTE DOUTOR;1;5
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;20898;HONORATO FAUSTINO;3;8
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;20916;MORAIS BARROS;1;3
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;20928;PEDRO DE MELLO;1;3
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;20928;PEDRO DE MELLO;2;5
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;20965;RIO BRANCO BARAO DO;5;15
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20965;RIO BRANCO BARAO DO;3;15
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;20965;RIO BRANCO BARAO DO;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;20977;ALFREDO CARDOSO DOUTOR;1;5
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20977;ALFREDO CARDOSO DOUTOR;1;6
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21027;JOSE ROMAO PROFESSOR;2;5
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21052;OLIVIA BIANCO PROFESSORA;3;21
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;21064;JERONYMO GALLO MONSENHOR;2;9
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21076;SUD MENNUCCI;2;9
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21088;JACANA ALTAIR PEREIRA GUERRINI PROFESSORA;1;6
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DV - CRPE;10;21097;JOSE DE MELLO MORAES PROFESSOR;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21179;JORGE COURY DOUTOR;2;9
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;21180;SAMUEL DE CASTRO NEVES DOUTOR;1;2
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21209;JOSE MARTINS DE TOLEDO PROFESSOR;2;12
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;21246;ABIGAIL DE AZEVEDO GRILLO PROFESSOR;3;14
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;36473;DARIO BRASIL DOUTOR;2;14
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37977;HELIO NEHRING PROFESSOR;3;15
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37989;LUCIANO GUIDOTTI COMENDADOR;2;13
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;40435;JOAO SAMPAIO DOUTOR;3;17
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;45861;MARIA DE LOURDES SILVEIRA COSENTINO PROFESSORA;4;17
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;47375;HELIO PENTEADO DE CASTRO PROFESSOR;3;22
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48324;ADOLPHO CARVALHO PROFESSOR;2;9
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48331;MANASSES EPHRAIN PEREIRA PROFESSOR;3;18
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;48343;ANTONIO PINTO DE ALMEIDA FERRAZ DOUTOR;1;2
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;48343;ANTONIO PINTO DE ALMEIDA FERRAZ DOUTOR;1;2
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48355;MARIO DEDINI COMENDADOR;2;13
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;48501;JETHRO VAZ DE TOLEDO PROFESSOR;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48501;JETHRO VAZ DE TOLEDO PROFESSOR;4;27
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;297653;DIONETTI CALLEGARO MIORI PROFESSORA;2;7
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;350308;EDSON RONTANI;3;16
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;435491;BENEDICTO EVANGELISTA COSTA PROFESSOR;1;3
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;435508;EE PROF? WILSA APARECIDA GOMES VASCONCELLOS;3;13
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;446038;MARCIA REGINA MODESTO DE PAULA DA ROCHA PROFESSORA;2;7
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;462925;ATTILIO VIDAL LAFRATA PROFESSOR;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DF - CRPE;8;462925;ATTILIO VIDAL LAFRATA PROFESSOR;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;462925;ATTILIO VIDAL LAFRATA PROFESSOR;3;12
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901337;FELIPE CARDOSO;1;4
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;909543;AFFONSO JOSE FIORAVANTI PROFESSOR;1;3
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;914137;AUGUSTO MELEGA;1;1
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;917898;JOAO CHIARINI DOUTOR PROFESSOR;1;2
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;919330;JURACY NEVES DE MELLO FERRACCIU PROFESSOR;3;11
PIRACICABA;PIRACICABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DV - CRPE;10;920770;MELLITA LOBENWEIN BRASILIENSE PROFESSORA;1;1
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;920770;MELLITA LOBENWEIN BRASILIENSE PROFESSORA;2;9
PIRACICABA;PIRACICABA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;920782;EDUIR BENEDICTO SCARPARI PROFESSOR;3;17
PIRACICABA;SALTINHO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;21039;MANOEL DIAS DE ALMEIDA PROFESSOR;1;1
PIRACICABA;SANTA MARIA DA SERRA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;20734;ADEMAR VIEIRA PISCO;1;3
PIRACICABA;SANTA MARIA DA SERRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;471458;FERNANDO MARIA FACHINI FREI;2;6
PIRACICABA;SAO PEDRO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;20990;JOSE ABILIO DE PAULA;1;2
PIRACICABA;SAO PEDRO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;496479;AROLDO DONIZETTI LEITE;1;3
PIRACICABA;SAO PEDRO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;919354;VICENTE LUIS GROSSO;2;11
PIRAJU;FARTURA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;34368;JOSE TROMBI MONSENHOR;3;13
PIRAJU;FARTURA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;34368;JOSE TROMBI MONSENHOR;1;2
PIRASSUNUNGA;ARARAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;19902;CESAR LACERDA DE VERGUEIRO SENADOR;2;8
PIRASSUNUNGA;ARARAS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;19902;CESAR LACERDA DE VERGUEIRO SENADOR;1;3
